Time,PosX,PosY,PosZ,PredDx,PredDy,PredDz,UncertaintyX,UncertaintyY,UncertaintyZ,ActualDx,ActualDy,ActualDz, AdaptiveRSafe,CBFValue
31.0958,2.89457,0.0409706,0.63593,0.0242786,-0.775896,8.23071,0.138317,0.138317,0.138317,-0.647272,-1.71912,10.8339,0.776635,14.5662
31.1958,2.89405,0.0433059,0.655058,0.0130127,-0.807484,8.37616,0.138492,0.138492,0.138492,-1.6686,-0.262052,9.93297,0.776983,14.5618
31.2958,2.89437,0.0451766,0.678478,-0.0687929,-0.803403,8.53001,0.144049,0.144049,0.144049,-0.0079739,-0.0579063,10.7731,0.788099,14.5471
31.3958,2.89543,0.0466165,0.704709,-0.131797,-0.759504,8.73012,0.15399,0.15399,0.15399,-2.02629,-2.09316,10.2524,0.807981,14.5237
31.4959,2.89703,0.0474203,0.732346,-0.284504,-0.794626,8.93859,0.165119,0.165119,0.165119,-0.653149,-1.6182,10.7636,0.830239,14.4998
31.5959,2.89924,0.047644,0.761002,-0.418245,-0.866214,9.17523,0.173948,0.173948,0.173948,-0.781429,-0.921328,10.1656,0.847896,14.4874
31.6958,2.90195,0.0471361,0.790251,-0.535171,-0.917374,9.37892,0.179587,0.179587,0.179587,-1.40786,-0.305029,9.33087,0.859174,14.4892
31.7958,2.90531,0.0465374,0.82152,-0.671479,-0.909748,9.48653,0.182312,0.182312,0.182312,1.1913,0.752162,10.2981,0.864625,14.506
31.8959,2.90915,0.0455754,0.855166,-0.633258,-0.789734,9.5807,0.184455,0.184455,0.184455,2.55599,1.50019,9.29201,0.868911,14.5285
31.9959,2.91358,0.044505,0.89107,-0.37891,-0.547234,9.58215,0.186781,0.186781,0.186781,1.04219,-0.0986494,8.77714,0.873561,14.555
32.0958,2.91809,0.043291,0.929507,-0.0993149,-0.351868,9.47574,0.189531,0.189531,0.189531,-1.69329,-0.980523,9.03558,0.879063,14.5806
32.1961,2.92234,0.04184,0.967372,-0.0271518,-0.271099,9.31698,0.193004,0.193004,0.193004,0.224923,-0.588574,8.78557,0.886008,14.6015
32.2958,2.92626,0.0402279,0.996915,0.0396552,-0.247699,9.11989,0.194582,0.194582,0.194582,-1.48722,0.956464,7.40448,0.889163,14.6265
32.3959,2.92976,0.0386022,1.0139,-0.0291546,-0.152646,8.83156,0.189032,0.189032,0.189032,-0.415797,-1.91669,9.11895,0.878065,14.6735
32.4959,2.93277,0.0370975,1.02068,-0.0985712,-0.205881,8.64433,0.175874,0.175874,0.175874,1.48032,-0.217475,7.56912,0.851748,14.7426
32.5958,2.93542,0.0356564,1.01795,-0.0632463,-0.241608,8.46008,0.159493,0.159493,0.159493,0.123815,1.57096,9.92875,0.818986,14.8181
32.6959,2.93824,0.034613,1.00559,-0.0324079,-0.190916,8.40491,0.141409,0.141409,0.141409,-1.66802,-0.132631,8.76141,0.782819,14.8981
32.7959,2.94043,0.0339854,0.993406,-0.0601013,-0.153558,8.40205,0.12371,0.12371,0.12371,1.26167,0.642775,8.51979,0.74742,14.9695
32.896,2.94262,0.0335606,0.981373,-0.0428924,-0.106384,8.42574,0.112779,0.112779,0.112779,0.248894,-1.52794,9.4369,0.725558,15.0189
32.9958,2.9449,0.0328973,0.971145,-0.0217322,-0.105269,8.48699,0.107013,0.107013,0.107013,-0.272583,-2.12451,10.3913,0.714026,15.0535
33.0958,2.94641,0.0332367,0.967715,-0.010369,-0.149824,8.58947,0.105013,0.105013,0.105013,0.582708,0.507923,11.1668,0.710027,15.0711
33.1958,2.94843,0.0340967,0.969316,0.0106221,-0.16945,8.72248,0.102046,0.102046,0.102046,2.18771,-0.214699,10.2671,0.704092,15.0955
33.2958,2.95079,0.0348286,0.975058,0.0690132,-0.185139,8.84638,0.0992844,0.0992844,0.0992844,1.10729,-0.993396,10.0421,0.698569,15.122
33.396,2.95368,0.0348028,0.982404,0.131685,-0.212177,8.94855,0.0971025,0.0971025,0.0971025,-3.05219,-2.59228,9.731,0.694205,15.1508
33.4959,2.95608,0.0343058,0.989281,0.119108,-0.2774,9.02414,0.0965802,0.0965802,0.0965802,-0.830696,-1.01962,10.6436,0.69316,15.1713
33.5958,2.95946,0.0328757,0.99864,0.0907951,-0.341071,9.09633,0.0961842,0.0961842,0.0961842,0.331647,-0.564234,10.6716,0.692368,15.199
33.6959,2.96244,0.0307683,1.00628,0.0715903,-0.395688,9.16298,0.0985279,0.0985279,0.0985279,0.0905061,-0.716864,8.4492,0.697056,15.216
33.7959,2.96496,0.0280047,1.01303,0.0554576,-0.445437,9.18457,0.100761,0.100761,0.100761,-0.83538,0.345413,9.53334,0.701522,15.2296
33.8958,2.967,0.0243255,1.01869,0.0228394,-0.468269,9.19478,0.102766,0.102766,0.102766,-1.09235,1.49049,9.61234,0.705531,15.2399
33.9959,2.96851,0.020092,1.02279,-0.0273805,-0.443653,9.20056,0.104602,0.104602,0.104602,2.51755,0.472959,9.69396,0.709205,15.2465
34.0959,2.96908,0.0156578,1.02547,-0.00887839,-0.404954,9.20846,0.106012,0.106012,0.106012,2.44198,0.945408,9.7975,0.712024,15.2469
34.196,2.96976,0.0123174,1.02745,0.0603656,-0.344113,9.2232,0.106593,0.106593,0.106593,1.65179,0.77341,9.68112,0.713186,15.2505
34.2959,2.97076,0.010552,1.03006,0.150494,-0.271242,9.243,0.106214,0.106214,0.106214,-3.97317,-2.25171,10.6347,0.712428,15.2595
34.3959,2.9721,0.00928283,1.03454,0.127861,-0.259904,9.28386,0.104641,0.104641,0.104641,-0.323757,-2.0523,9.62694,0.709282,15.2746
34.4958,2.97233,0.0097351,1.03841,0.101104,-0.28873,9.31279,0.10378,0.10378,0.10378,0.40465,0.656398,9.57541,0.70756,15.2788
34.5959,2.9717,0.0107882,1.04224,0.0860357,-0.289146,9.32867,0.100355,0.100355,0.100355,-0.463417,1.49393,9.74668,0.70071,15.2835
34.6958,2.97176,0.0109098,1.04666,0.0632113,-0.255461,9.33823,0.0968099,0.0968099,0.0968099,-2.01654,-0.0354593,9.56368,0.69362,15.2939
34.7959,2.97162,0.00931964,1.0525,0.00618722,-0.224186,9.3396,0.0957201,0.0957201,0.0957201,2.33819,0.823431,9.66843,0.69144,15.2957
34.8959,2.97205,0.00556285,1.05946,0.00472169,-0.178048,9.33543,0.0974318,0.0974318,0.0974318,-3.7769,-0.54957,10.2071,0.694864,15.2943
34.9959,2.97332,-0.000469321,1.06752,-0.0806511,-0.14304,9.34084,0.10207,0.10207,0.10207,3.35107,0.957666,10.1027,0.704139,15.2915
35.0958,2.97508,-0.00813437,1.07701,-0.0667906,-0.0837289,9.35748,0.109518,0.109518,0.109518,-2.21978,-1.85874,10.1879,0.719036,15.2843
35.1958,2.97698,-0.0169639,1.08724,-0.119448,-0.0856084,9.38869,0.119033,0.119033,0.119033,0.0617957,1.91976,9.68462,0.738065,15.2719
35.2958,2.9787,-0.0271156,1.09762,-0.160034,-0.02111,9.41786,0.128649,0.128649,0.128649,-2.38147,-0.826989,9.56425,0.757298,15.2573
35.3959,2.98037,-0.037653,1.1081,-0.276071,0.00662453,9.43789,0.137371,0.137371,0.137371,2.12348,-0.955017,10.2626,0.774743,15.2445
35.4958,2.98135,-0.0486584,1.11901,-0.269379,-0.00840005,9.48103,0.143706,0.143706,0.143706,0.685717,1.17402,10.4792,0.787412,15.2335
35.5958,2.98216,-0.0593229,1.13065,-0.224614,0.0363808,9.54517,0.148273,0.148273,0.148273,1.84515,1.03153,9.14265,0.796545,15.2267
35.6958,2.98256,-0.0690112,1.14343,-0.101166,0.116705,9.55883,0.150636,0.150636,0.150636,1.58885,0.532764,8.48891,0.801271,15.2235
35.7958,2.98241,-0.0773123,1.15707,0.0615991,0.19597,9.50113,0.151304,0.151304,0.151304,0.759203,0.596491,11.5222,0.802608,15.2214
35.8958,2.9818,-0.0840478,1.1711,0.208497,0.275141,9.5315,0.150854,0.150854,0.150854,-2.36217,-0.489853,8.7177,0.801708,15.219
35.9958,2.98109,-0.0888495,1.18527,0.198357,0.301829,9.49444,0.149911,0.149911,0.149911,1.10672,-0.590225,9.99469,0.799823,15.2173
36.0959,2.97994,-0.0914704,1.1996,0.229575,0.284219,9.4683,0.14883,0.14883,0.14883,-1.56862,0.245171,9.68937,0.79766,15.212
36.1959,2.97802,-0.0921715,1.21441,0.16897,0.271887,9.43728,0.148381,0.148381,0.148381,1.07658,1.36412,10.0003,0.796762,15.1983
36.2958,2.97276,-0.0916123,1.23187,0.160698,0.313205,9.41725,0.149511,0.149511,0.149511,-1.58873,0.236189,9.52096,0.799022,15.1528
36.3958,2.96499,-0.0898767,1.25127,0.0631222,0.33979,9.37824,0.15529,0.15529,0.15529,-1.09675,-0.73477,9.37939,0.81058,15.0722
36.4959,2.9533,-0.0877693,1.27118,-0.0741009,0.303867,9.31893,0.163353,0.163353,0.163353,1.65686,0.768579,8.90861,0.826707,14.9528
36.5958,2.93742,-0.0852729,1.29065,-0.0749206,0.30573,9.21978,0.170971,0.170971,0.170971,-1.28746,-1.11278,9.81326,0.841943,14.8017
36.6959,2.91784,-0.0824561,1.30908,-0.152416,0.216054,9.15642,0.177121,0.177121,0.177121,-0.406855,0.47069,9.86602,0.854242,14.6266
36.7959,2.89533,-0.0792631,1.32623,-0.223664,0.167223,9.1306,0.181728,0.181728,0.181728,-1.68277,-0.540099,8.2425,0.863456,14.4343
36.8959,2.87014,-0.0752699,1.3421,-0.372131,0.0832927,9.02532,0.184984,0.184984,0.184984,-0.635637,0.0196515,9.0645,0.869969,14.2268
36.9959,2.84293,-0.0702948,1.35711,-0.484491,0.0252985,8.93,0.187502,0.187502,0.187502,1.26178,-1.51047,9.96877,0.875005,14.0074
37.0958,2.8141,-0.0647182,1.37122,-0.426773,-0.11999,8.91136,0.189266,0.189266,0.189266,-1.53035,-1.20274,9.87201,0.878532,13.7797
37.1959,2.78413,-0.0586526,1.38411,-0.462186,-0.290491,8.93751,0.190328,0.190328,0.190328,1.14391,-1.50656,9.92917,0.880655,13.5475
37.2958,2.75364,-0.0527996,1.39512,-0.361042,-0.484949,8.99448,0.190795,0.190795,0.190795,-0.999747,-1.34642,10.7894,0.881589,13.3154
37.3958,2.7226,-0.0469864,1.40393,-0.333693,-0.666488,9.12917,0.190565,0.190565,0.190565,-0.697956,-0.491256,10.4273,0.88113,13.0836
37.4959,2.69113,-0.0414655,1.41158,-0.336765,-0.760752,9.27554,0.190192,0.190192,0.190192,-0.401472,0.872111,9.6955,0.880383,12.8511
37.5959,2.65907,-0.0361164,1.41893,-0.33895,-0.691443,9.36251,0.189923,0.189923,0.189923,1.63113,0.522738,10.5688,0.879845,12.616
37.6959,2.62619,-0.0303805,1.42623,-0.195067,-0.543219,9.46457,0.190005,0.190005,0.190005,-0.82957,0.854141,8.98044,0.88001,12.3757
37.7958,2.59274,-0.0242475,1.43343,-0.146845,-0.330912,9.4503,0.190578,0.190578,0.190578,2.75649,0.531572,9.48586,0.881155,12.132
37.8958,2.55546,-0.0175313,1.44069,0.0964717,-0.117928,9.39533,0.191227,0.191227,0.191227,-0.402433,0.694389,8.83441,0.882454,11.8629
37.9958,2.52406,-0.012266,1.4455,0.214634,0.0883024,9.26493,0.194474,0.194474,0.194474,0.560774,-0.872019,9.47951,0.888948,11.6289
38.0959,2.48543,-0.00664506,1.45006,0.308992,0.148603,9.15618,0.191132,0.191132,0.191132,-3.06924,-0.946847,11.0968,0.882263,11.3699
38.1959,2.45033,-0.0022548,1.45331,0.10462,0.0978314,9.18451,0.194618,0.194618,0.194618,2.43398,1.22384,10.4613,0.889236,11.1141
38.2958,2.41527,0.00139905,1.45611,0.136593,0.138861,9.25935,0.193672,0.193672,0.193672,1.47992,-0.448884,9.5503,0.887344,10.8767
38.3958,2.38036,0.00429697,1.45937,0.247628,0.10983,9.29154,0.192924,0.192924,0.192924,-1.25022,-0.925108,8.66281,0.885848,10.6421
38.4958,2.34601,0.00707986,1.46282,0.201693,0.00337653,9.2284,0.192316,0.192316,0.192316,0.264483,-1.84447,10.1712,0.884632,10.4133
38.5958,2.31177,0.0100753,1.46676,0.170109,-0.210907,9.21964,0.191549,0.191549,0.191549,-0.417959,1.3149,8.70193,0.883099,10.188
38.6958,2.27818,0.0132602,1.47071,0.101764,-0.245273,9.13965,0.1911,0.1911,0.1911,-0.109595,2.59623,9.85256,0.8822,9.96836
38.7958,2.24521,0.0168483,1.47405,0.0392472,-0.063556,9.10409,0.1904,0.1904,0.1904,-0.923932,0.9119,10.3879,0.880801,9.75588
38.8959,2.21317,0.0205807,1.47665,-0.0712351,0.126082,9.13896,0.189526,0.189526,0.189526,1.36171,0.2751,10.7547,0.879052,9.55215
38.9959,2.18194,0.024538,1.47852,-0.0403852,0.262573,9.24317,0.188296,0.188296,0.188296,2.43906,-0.00241485,10.2118,0.876592,9.35691
39.0959,2.15147,0.0288273,1.48022,0.156293,0.335133,9.34626,0.18698,0.18698,0.18698,2.31802,-0.156995,10.162,0.87396,9.1688
39.1958,2.12189,0.0329722,1.48185,0.438439,0.349416,9.4369,0.185711,0.185711,0.185711,1.10996,-1.62651,9.97011,0.871422,8.98791
39.2958,2.09228,0.0366357,1.4832,0.672968,0.223819,9.49895,0.184305,0.184305,0.184305,-0.702791,-0.52945,8.34612,0.86861,8.80902
39.3958,2.06259,0.0401102,1.48422,0.736124,0.087716,9.42709,0.183482,0.183482,0.183482,0.336409,-0.653911,9.76845,0.866964,8.62946
39.4958,2.03275,0.0429855,1.4849,0.74879,-0.0552303,9.36539,0.183093,0.183093,0.183093,-0.169725,0.0173464,11.5584,0.866187,8.44917
39.5958,2.00238,0.0459512,1.48511,0.690359,-0.147711,9.43367,0.182993,0.182993,0.182993,0.552112,-0.0501146,11.0561,0.865986,8.26647
39.6958,1.97186,0.0489252,1.48513,0.634269,-0.203818,9.55044,0.183423,0.183423,0.183423,-1.81032,0.977175,9.15804,0.866847,8.08294
39.7958,1.9412,0.0522781,1.48527,0.422592,-0.161025,9.56373,0.183804,0.183804,0.183804,-1.19869,-0.182285,9.54484,0.867608,7.90063
39.8958,1.91093,0.0561292,1.48573,0.162841,-0.132051,9.53282,0.184125,0.184125,0.184125,-0.409326,-0.611105,9.3231,0.86825,7.7228
39.9958,1.88152,0.0604125,1.48617,-0.0560585,-0.142527,9.45997,0.183969,0.183969,0.183969,2.52388,0.799803,9.84338,0.867939,7.55349
40.0958,1.85268,0.0649783,1.48622,-0.0323626,-0.0831278,9.40046,0.183192,0.183192,0.183192,1.09182,1.21368,9.36634,0.866383,7.39138
40.1958,1.82477,0.0699453,1.48609,0.0572813,0.0457536,9.32293,0.182293,0.182293,0.182293,0.405529,-1.74312,9.60076,0.864585,7.23672
40.2959,1.7975,0.0747605,1.48608,0.141959,0.0170701,9.25572,0.181088,0.181088,0.181088,0.330663,0.338675,10.9256,0.862176,7.08826
40.3959,1.77134,0.0799548,1.48655,0.214877,0.0208861,9.28677,0.179856,0.179856,0.179856,1.46055,0.6237,10.5194,0.859712,6.94762
40.4958,1.74541,0.0856584,1.48747,0.347653,0.063076,9.35596,0.17833,0.17833,0.17833,-0.890342,-1.46628,9.56689,0.85666,6.81074
40.5958,1.71875,0.0920315,1.48875,0.363949,-0.00431072,9.38672,0.177381,0.177381,0.177381,-1.26211,-1.36473,9.71221,0.854762,6.66943
40.6959,1.69154,0.0988805,1.49016,0.276522,-0.136073,9.39869,0.177639,0.177639,0.177639,2.81405,0.647438,10.3324,0.855279,6.52266
40.7959,1.66328,0.10606,1.49163,0.381613,-0.176341,9.43646,0.178443,0.178443,0.178443,1.56786,0.965199,10.9742,0.856886,6.37008
40.8958,1.63419,0.11392,1.49316,0.531186,-0.130578,9.53024,0.179871,0.179871,0.179871,-0.772048,-0.254726,9.32434,0.859742,6.21276
40.9959,1.60409,0.121712,1.49469,0.546806,-0.107962,9.54763,0.181534,0.181534,0.181534,-0.17832,-0.712361,9.01447,0.863069,6.05122
41.0958,1.57324,0.129951,1.49591,0.506564,-0.132938,9.48909,0.183189,0.183189,0.183189,0.702433,0.354297,10.2097,0.866378,5.88786
41.1958,1.54168,0.138121,1.49693,0.489012,-0.115874,9.46269,0.18471,0.18471,0.18471,-0.848441,0.436722,8.62625,0.86942,5.72331
41.2959,1.50924,0.146203,1.49759,0.379097,-0.0656088,9.34941,0.186003,0.186003,0.186003,-0.0723821,-0.118856,10.3495,0.872007,5.55727
41.3958,1.47638,0.154069,1.49805,0.268529,-0.0351263,9.30552,0.18729,0.18729,0.18729,2.47425,1.45485,9.09037,0.874579,5.39131
41.4958,1.44309,0.161802,1.49827,0.346683,0.0913276,9.22277,0.188237,0.188237,0.188237,0.689076,0.145706,8.01211,0.876474,5.22667
41.5958,1.40949,0.16915,1.4984,0.418613,0.178335,9.04397,0.189019,0.189019,0.189019,-0.252664,1.15185,8.98001,0.878037,5.0633
41.696,1.37524,0.176158,1.49855,0.414982,0.30418,8.88539,0.18959,0.18959,0.18959,-0.503769,0.380711,8.34632,0.879179,4.89983
41.7959,1.34099,0.182694,1.49862,0.343807,0.388883,8.70776,0.190321,0.190321,0.190321,0.33529,-1.43319,9.32785,0.880641,4.73809
41.8959,1.30675,0.188298,1.49875,0.295472,0.306464,8.60567,0.190636,0.190636,0.190636,-0.961786,-0.579855,11.0227,0.881271,4.57993
41.9958,1.27217,0.193496,1.49862,0.172332,0.181162,8.6869,0.190669,0.190669,0.190669,1.29594,-0.902738,10.0339,0.881339,4.42345
42.0958,1.23791,0.198415,1.49807,0.174365,0.0137647,8.8118,0.190897,0.190897,0.190897,-0.575326,1.02101,9.24861,0.881794,4.27006
42.1959,1.20392,0.202854,1.49743,0.123724,-0.0268141,8.8986,0.190747,0.190747,0.190747,-0.221907,-0.944218,8.83053,0.881494,4.12139
42.2958,1.1704,0.207635,1.49659,0.0683558,-0.121577,8.92202,0.190404,0.190404,0.190404,-2.14051,-0.323915,10.0487,0.880808,3.97794
42.3959,1.13796,0.212748,1.49613,-0.123323,-0.197162,8.98758,0.189869,0.189869,0.189869,1.28825,0.520409,9.88737,0.879737,3.84218
42.4958,1.10686,0.218063,1.49591,-0.143467,-0.192148,9.06165,0.18877,0.18877,0.18877,2.60753,1.07771,8.89144,0.877539,3.71632
42.5958,1.07599,0.224209,1.4958,0.0413326,-0.0952433,9.06398,0.187153,0.187153,0.187153,0.305774,-0.479466,9.58085,0.874305,3.59559
42.6958,1.04623,0.230653,1.49609,0.186155,-0.0525702,9.06463,0.186232,0.186232,0.186232,-0.327178,-1.29522,10.3279,0.872463,3.47906
42.7958,1.01377,0.238389,1.49637,0.250559,-0.1044,9.11467,0.185,0.185,0.185,-0.917045,-1.37938,10.4479,0.87,3.35521
